"","k","Phi","Measure","Mean","S.d."
"82","3","0.014","NMI",0.501364445468155,0.131864625942839
"83","3","0.014","Sil",0.128262163540594,0.0510710303305919
"84","3","0.014","Error",94.8190598341809,7.34607064390154
"85","3","0.016","ARI",0.506354234929554,0.123166008080593
"86","3","0.016","NMI",0.508833908213755,0.102947343125484
"87","3","0.016","Sil",0.129058111957129,0.045139882659793
"88","3","0.016","Error",96.6014552050811,5.83975968024069
"89","3","0.018","ARI",0.487605791439455,0.152400262391311
"90","3","0.018","NMI",0.492837506451151,0.132336649647965
"91","3","0.018","Sil",0.122306258876718,0.0519575410797877
"92","3","0.018","Error",95.1814995487373,3.62434272396947
"93","3","0.02","ARI",0.46584318157495,0.118299004745061
"94","3","0.02","NMI",0.474224441937091,0.106959593986426
"95","3","0.02","Sil",0.112982633565696,0.0420943461471668
"96","3","0.02","Error",96.2554076620057,5.4465641448527
"97","3","0.03","ARI",0.46247571161702,0.154313515726643
"98","3","0.03","NMI",0.470493608315011,0.135399765908152
"99","3","0.03","Sil",0.114574445123508,0.0571245385601905
"100","3","0.03","Error",96.0718795150992,4.1628465838605
"101","3","0.04","ARI",0.412430271838615,0.133489605371055
"102","3","0.04","NMI",0.424417064191708,0.109970771930206
"103","3","0.04","Sil",0.0942225618672771,0.0458097783611705
"104","3","0.04","Error",96.5121559382976,4.19444195367664
"105","4","0","ARI",0.704299873748609,0.145533418735747
"106","4","0","NMI",0.723379431436699,0.126504156553823
"107","4","0","Sil",0.176976646627416,0.0519482308256134
"108","4","0","Error",93.8818242068522,4.51714734260477
"109","4","0.002","ARI",0.672916011067145,0.134205378338106
"110","4","0.002","NMI",0.697088396609884,0.116793932298546
"111","4","0.002","Sil",0.165899390334507,0.0482413631493807
"112","4","0.002","Error",93.420976114003,4.20080915311329
"113","4","0.004","ARI",0.663655268672735,0.200252369270151
"114","4","0.004","NMI",0.680233190105528,0.176106975496719
"115","4","0.004","Sil",0.158113047541765,0.0736376608485826
"116","4","0.004","Error",95.2178067282013,3.17829183498621
"117","4","0.006","ARI",0.563502313718755,0.198537159812842
"118","4","0.006","NMI",0.595530844067057,0.172338014178306
"119","4","0.006","Sil",0.122323198518464,0.0712943854948409
"120","4","0.006","Error",95.6556643210668,3.96329176744578
"121","4","0.008","ARI",0.587925465166322,0.200896388745073
"122","4","0.008","NMI",0.620476955849434,0.174976694185213
"123","4","0.008","Sil",0.132965169212769,0.0719772743976755
"124","4","0.008","Error",95.9315410371386,4.40328058840932
"125","4","0.01","ARI",0.521397931473779,0.174695252381842
"126","4","0.01","NMI",0.561767182621582,0.15235278650068
"127","4","0.01","Sil",0.10892167433148,0.0625189947050431
"128","4","0.01","Error",94.9090184914244,4.03271213148971
"129","4","0.012","ARI",0.495816810459177,0.180332319058882
"130","4","0.012","NMI",0.541296528483208,0.154111687025409
"131","4","0.012","Sil",0.099466299679074,0.0659704490799969
"132","4","0.012","Error",95.1455543470582,5.29624702985052
"133","4","0.014","ARI",0.445690461685749,0.134423793937964
"134","4","0.014","NMI",0.49201135822327,0.114124445206703
"135","4","0.014","Sil",0.0795810179879728,0.0482601422292102
"136","4","0.014","Error",96.0699312689827,3.7564722283975
"137","4","0.016","ARI",0.48449106021605,0.188112763484381
"138","4","0.016","NMI",0.53156013450338,0.160463495829391
"139","4","0.016","Sil",0.0958589400578457,0.0666734283613681
"140","4","0.016","Error",96.3050726931324,3.59476114581559
"141","4","0.018","ARI",0.455633845091547,0.180373485705174
"142","4","0.018","NMI",0.506098156206526,0.159633084221641
"143","4","0.018","Sil",0.081826696373154,0.0643308996643112
"144","4","0.018","Error",96.7370297761653,5.17680240519095
"145","4","0.02","ARI",0.458277663722545,0.157577715055943
"146","4","0.02","NMI",0.506959341369583,0.140369799344117
"147","4","0.02","Sil",0.084617530089074,0.053424844790155
"148","4","0.02","Error",96.4796741367632,4.02574674476255
"149","4","0.03","ARI",0.449386069990419,0.165171393728192
"150","4","0.03","NMI",0.501866219759574,0.145941400108999
"151","4","0.03","Sil",0.0809353875926875,0.0605151266302476
"152","4","0.03","Error",96.227580561857,4.0232726797754
"153","4","0.04","ARI",0.410482017452526,0.0932590368106768
"154","4","0.04","NMI",0.462701311968506,0.0931774427892686
"155","4","0.04","Sil",0.0662534895335064,0.0341620618286207
"156","4","0.04","Error",97.035918741113,4.53395774883644
"157","5","0","ARI",0.631456363325823,0.127876745092252
"158","5","0","NMI",0.640466800936124,0.100025195084566
"159","5","0","Sil",0.115279199474123,0.0416009368496716
"160","5","0","Error",94.1362237834304,3.46178947440484
"161","5","0.002","ARI",0.508629458990068,0.177754741959513
"162","5","0.002","NMI",0.547185958859367,0.130794112978274
"163","5","0.002","Sil",0.0803896918395728,0.0592709221631926
"164","5","0.002","Error",94.6606113976068,4.67801838961378
"165","5","0.004","ARI",0.491341480236881,0.154606135042444
"166","5","0.004","NMI",0.539871978033483,0.122448599904176
"167","5","0.004","Sil",0.0679462910868186,0.0532116004915365
"168","5","0.004","Error",95.338048818309,4.40601202191141
"169","5","0.006","ARI",0.462323459631882,0.112611176308152
"170","5","0.006","NMI",0.522498286950487,0.0996320729479889
"171","5","0.006","Sil",0.0553697758936117,0.038612146940977
"172","5","0.006","Error",93.7169502877044,2.71428436228659
"173","5","0.008","ARI",0.422484083184719,0.130438619529167
"174","5","0.008","NMI",0.480851896595104,0.121706237028805
"175","5","0.008","Sil",0.0409931447223955,0.0449409181333022
"176","5","0.008","Error",95.3699901304813,4.34123369136139
"177","5","0.01","ARI",0.40246658607388,0.107957244380852
"178","5","0.01","NMI",0.463605588966436,0.09394456670231
"179","5","0.01","Sil",0.0391574142276193,0.0355068621527487
"180","5","0.01","Error",95.9679414748724,4.91924137106306
"181","5","0.012","ARI",0.426688595354885,0.130405112818135
"182","5","0.012","NMI",0.484658830605142,0.11326525513223
"183","5","0.012","Sil",0.0416754375198786,0.0449667555880968
"184","5","0.012","Error",96.299156974571,3.81021449455678
"185","5","0.014","ARI",0.413709816871421,0.119824011210889
"186","5","0.014","NMI",0.476437522240051,0.11132016747076
"187","5","0.014","Sil",0.0420442870214964,0.0422106771211114
"188","5","0.014","Error",95.4568792618637,3.8232349041464
"189","5","0.016","ARI",0.392483787743186,0.113896456982538
"190","5","0.016","NMI",0.45010785193051,0.103972742234577
"191","5","0.016","Sil",0.0350570075443826,0.0359375024084685
"192","5","0.016","Error",96.862910157286,3.95781333338952
"193","5","0.018","ARI",0.41194892500642,0.135655450977641
"194","5","0.018","NMI",0.470668913457227,0.129814421821647
"195","5","0.018","Sil",0.0413196465851856,0.0469411509942599
"196","5","0.018","Error",94.9657054305238,4.48627214580152
"197","5","0.02","ARI",0.399026539040704,0.131343847225641
"198","5","0.02","NMI",0.45318737655937,0.116501898674398
"199","5","0.02","Sil",0.0368228171587313,0.0439609308522695
"200","5","0.02","Error",94.987529491789,3.52636245771667
"201","5","0.03","ARI",0.349876248188033,0.129484285569456
"202","5","0.03","NMI",0.407226762869857,0.11719546390952
"203","5","0.03","Sil",0.0199623054809377,0.0373105289599453
"204","5","0.03","Error",96.4520092458435,4.65107970488237
"205","5","0.04","ARI",0.385020308235894,0.0857887528242988
"206","5","0.04","NMI",0.446139695059569,0.065604248292348
"207","5","0.04","Sil",0.0294213310734552,0.0280608242268083
"208","5","0.04","Error",96.9068975556938,4.50211486406635
"209","6","0","ARI",0.552812708990781,0.0971526510372248
"210","6","0","NMI",0.563283337491938,0.0754071139875867
"211","6","0","Sil",0.0717616192717533,0.0377770462289316
"212","6","0","Error",94.8288184978363,4.99185488255953
"213","6","0.002","ARI",0.436730909339111,0.131793918869734
"214","6","0.002","NMI",0.476619178953252,0.0999826904333337
"215","6","0.002","Sil",0.0268724699210367,0.0463151064392828
"216","6","0.002","Error",95.8792594866087,4.74716776503974
"217","6","0.004","ARI",0.355135924236464,0.0814520239782984
"218","6","0.004","NMI",0.416415589487728,0.0851791166287345
"219","6","0.004","Sil",-0.00494266302385239,0.023540055531062
"220","6","0.004","Error",98.2264014470155,16.4254763366704
"221","6","0.006","ARI",0.337506563429203,0.0924254122041144
"222","6","0.006","NMI",0.4020390589041,0.0825118015590537
"223","6","0.006","Sil",-0.0173759715495906,0.0303768354273115
"224","6","0.006","Error",94.7978931623463,3.33147427557117
"225","6","0.008","ARI",0.334500288885764,0.0857930280825765
"226","6","0.008","NMI",0.396584710389218,0.08187344611696
"227","6","0.008","Sil",-0.0145666287927078,0.0302117055120754
"228","6","0.008","Error",95.9398145638356,3.54409837498675
"229","6","0.01","ARI",0.328269000997206,0.0818529418206403
"230","6","0.01","NMI",0.388363625186528,0.0690800145573302
"231","6","0.01","Sil",-0.016634196462041,0.0257676238993707
"232","6","0.01","Error",94.7078226989327,3.45970217060447
"233","6","0.012","ARI",0.342486872676719,0.104926207539943
"234","6","0.012","NMI",0.398353505469091,0.0977863743513729
"235","6","0.012","Sil",-0.0151241721991517,0.0348881943814169
"236","6","0.012","Error",97.7458072505008,7.87769224343643
"237","6","0.014","ARI",0.347241149902662,0.0892706224345897
"238","6","0.014","NMI",0.398325801860443,0.0842066671772852
"239","6","0.014","Sil",-0.00961041769986287,0.0241942592964133
"240","6","0.014","Error",96.1952951248775,6.09972479175599
"241","6","0.016","ARI",0.374002421913283,0.0747358012526929
"242","6","0.016","NMI",0.423712492345821,0.0710212602545404
"243","6","0.016","Sil",-0.00853373459667201,0.0281943857949393
"244","6","0.016","Error",94.8229522365447,4.94429500131046
"245","6","0.018","ARI",0.349523844601903,0.0940692054904151
"246","6","0.018","NMI",0.396242329452642,0.0805809255525155
"247","6","0.018","Sil",-0.0130412246876233,0.0276740215415233
"248","6","0.018","Error",95.089335873232,3.50136963794436
"249","6","0.02","ARI",0.320621305599382,0.0821574566991475
"250","6","0.02","NMI",0.368803503520045,0.0724502028756392
"251","6","0.02","Sil",-0.0194634695871211,0.0243375354149465
"252","6","0.02","Error",96.0821371380595,5.78124928464371
"253","6","0.03","ARI",0.354228930777454,0.102405422877707
"254","6","0.03","NMI",0.399025847239412,0.0922826497290031
"255","6","0.03","Sil",-0.00910931090909112,0.0280018908310575
"256","6","0.03","Error",95.6470803577592,4.34948331218222
"257","6","0.04","ARI",0.334646896460512,0.0948467922927177
"258","6","0.04","NMI",0.386864627007119,0.0824457373316395
"259","6","0.04","Sil",-0.0104290908805612,0.0234276684658628
"260","6","0.04","Error",97.0702185199602,5.43780143962463
