"","Method","Choice","Measure","Mean","S.d."
"180","460","Overall","Restrictions",1,0
"181","480","Overall","CSR",0.78425,0.216617668452309
"182","480","Overall","Rel",0.847113489435684,0.215717049375562
"183","480","Overall","Rec",0.610264841841305,0.338276096747097
"184","480","Overall","F_score",0.676718134157903,0.30171019331696
"185","480","Overall","BiS",0.429792666583187,0.0793845278568531
"186","480","Overall","Restrictions",1,0
"187","500","Overall","CSR",0.838,0.183237915800328
"188","500","Overall","Rel",0.910737877397295,0.142131567685664
"189","500","Overall","Rec",0.693194050991015,0.288466548325682
"190","500","Overall","F_score",0.759456790760262,0.247322263338546
"191","500","Overall","BiS",0.45063851522851,0.0541178732871088
"192","500","Overall","Restrictions",1,0
